log_file,run_id,model,version,timestamp,seed,puzzles_attempted,puzzles_solved,solve_rate,total_guesses,correct_guesses,incorrect_guesses,invalid_responses,guess_accuracy,avg_time_sec,total_time_sec,total_tokens,total_prompt_tokens,total_completion_tokens,token_count_method,total_cost,total_upstream_cost,start_timestamp,end_timestamp
,2025-11-12T20-08-45_kimi-k2-thinking,moonshotai/kimi-k2-thinking,2.0.2,2025-11-12T20:08:45.879364+00:00,,20,17,0.85,101,74,16,11,0.7326732673267327,1012.3200999999999,20246.402,716768.0,258640.0,458128.0,API,0.6499168000000002,0.0,2025-11-12T20:08:45.879364+00:00,2025-11-12T22:57:29.873921+00:00
,2025-11-12T19-58-41_kimi-k2-thinking,moonshotai/kimi-k2-thinking,2.0.2,2025-11-12T19:58:41.231810+00:00,,1,1,1.0,6,4,2,0,0.6666666666666666,982.894,982.894,120672.0,58052.0,62620.0,API,0.18318035,0.0,2025-11-12T19:58:41.231810+00:00,2025-11-12T20:06:52.717763+00:00
,2025-11-12T19-49-14_kimi-k2-thinking,unknown,2.0.2,2025-11-12T19:49:14.378417+00:00,,1,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,API,0.0,0.0,2025-11-12T19:49:14.378417+00:00,2025-11-12T19:49:14.378417+00:00
,2025-11-12T19-17-32_kimi-k2-thinking,moonshotai/kimi-k2-thinking,2.0.2,2025-11-12T19:17:32.552543+00:00,,1,1,1.0,5,4,1,0,0.8,412.426,412.426,19388.0,7748.0,11640.0,API,0.0154948,0.0,2025-11-12T19:17:32.552543+00:00,2025-11-12T19:20:58.796784+00:00
,2025-11-12T18-13-54_kimi-k2-thinking,moonshotai/kimi-k2-thinking,2.0.2,2025-11-12T18:13:54.534944+00:00,,1,0,0.0,6,1,2,3,0.16666666666666666,663.792,663.792,26322.0,6060.0,20262.0,API,0.02834475,0.0,2025-11-12T18:13:54.534944+00:00,2025-11-12T18:19:26.462218+00:00
,2025-11-06T23-17-31_phi-4,microsoft/phi-4,2.0.2,2025-11-06T23:17:31.200586+00:00,,20,1,0.05,102,17,79,6,0.16666666666666666,94.7025,1894.05,301058.0,228980.0,72078.0,API,0.013059759999999997,0.0,2025-11-06T23:17:31.200586+00:00,2025-11-06T23:33:18.869649+00:00
,2025-11-06T23-14-24_kimi-k2-thinking,moonshotai/kimi-k2-thinking,2.0.2,2025-11-06T23:14:24.619188+00:00,,1,0,0.0,1,0,0,1,0.0,1062.576,1062.576,11582.0,544.0,11038.0,API,0.0139607,0.0,2025-11-06T23:14:24.619188+00:00,2025-11-06T23:26:18.242750+00:00
,2025-11-06T23-05-38_nova-pro,amazon/nova-pro-v1,2.0.2,2025-11-06T23:05:38.977468+00:00,,1,0,0.0,5,1,4,0,0.2,29.946,29.946,13794.0,11896.0,1898.0,API,0.0077952,0.0,2025-11-06T23:05:38.977468+00:00,2025-11-06T23:05:53.979542+00:00
,2025-11-06T23-05-28_kimi-k2-thinking,unknown,2.0.2,2025-11-06T23:05:28.175169+00:00,,1,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,API,0.0,0.0,2025-11-06T23:05:28.175169+00:00,2025-11-06T23:06:32.332999+00:00
,2025-11-06T23-03-46_kimi-k2-thinking,unknown,2.0.2,2025-11-06T23:03:46.313335+00:00,,1,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,API,0.0,0.0,2025-11-06T23:03:46.313335+00:00,2025-11-06T23:04:50.440933+00:00
,2025-11-06T23-01-57_nova-micro,amazon/nova-micro-v1,2.0.2,2025-11-06T23:01:57.582983+00:00,,1,0,0.0,4,0,4,0,0.0,14.988,14.988,7456.0,5408.0,2048.0,API,0.000238,0.0,2025-11-06T23:01:57.582983+00:00,2025-11-06T23:02:05.105374+00:00
,2025-11-06T23-01-27_phi-4,microsoft/phi-4,2.0.2,2025-11-06T23:01:27.675781+00:00,,1,0,0.0,6,1,4,1,0.16666666666666666,143.018,143.018,18634.0,14524.0,4110.0,API,0.0007371700000000001,0.0,2025-11-06T23:01:27.675781+00:00,2025-11-06T23:02:39.213963+00:00
,2025-10-18T23-08-46_grok4,x-ai/grok-4,2.0.2,2025-10-18T23:08:46.378216+00:00,,20,20,1.0,82,80,2,0,0.975609756097561,417.82370000000003,8356.474,543724.0,224730.0,318994.0,API,2.532261,0.0,2025-10-18T23:08:46.378216+00:00,2025-10-19T00:18:24.738922+00:00
,2025-10-18T23-06-13_grok4,x-ai/grok-4,2.0.2,2025-10-18T23:06:13.734064+00:00,,1,1,1.0,4,4,0,0,1.0,278.26,278.26,21126.0,10050.0,11076.0,API,0.089469,0.0,2025-10-18T23:06:13.734064+00:00,2025-10-18T23:08:32.870060+00:00
,2025-10-18T23-04-42_grok4,x-ai/grok-4,2.0.2,2025-10-18T23:04:42.978760+00:00,,1,1,1.0,4,4,0,0,1.0,145.568,145.568,16052.0,10452.0,5600.0,API,0.04878825,0.0,2025-10-18T23:04:42.978760+00:00,2025-10-18T23:05:55.770949+00:00
,2025-10-18T19-58-13_kimi-k2,moonshotai/kimi-k2-0905,2.0.2,2025-10-18T19:58:13.491602+00:00,,20,10,0.5,100,53,47,0,0.53,138.54829999999998,2770.966,285286.0,210792.0,74494.0,API,0.15402391,0.0,2025-10-18T19:58:13.491602+00:00,2025-10-18T20:21:19.118487+00:00
,2025-10-18T19-57-26_qwen3-max,qwen/qwen3-max,2.0.2,2025-10-18T19:57:26.166234+00:00,,20,13,0.65,106,63,29,14,0.5943396226415094,259.2711,5185.422,549748.0,401678.0,148070.0,API,0.6852168,0.0,2025-10-18T19:57:26.166234+00:00,2025-10-18T20:40:39.037337+00:00
,2025-10-18T19-37-37_grok4,x-ai/grok-4,2.0.2,2025-10-18T19:37:37.982547+00:00,,20,2,0.1,62,8,0,54,0.12903225806451613,366.04879999999997,7320.976,403528.0,131286.0,272242.0,API,2.1207675,0.0,2025-10-18T19:37:37.982547+00:00,2025-10-18T20:38:38.567675+00:00
,2025-10-18T19-34-33_gpt-oss-20b,openai/gpt-oss-20b,2.0.2,2025-10-18T19:34:33.333439+00:00,,20,8,0.4,108,45,57,6,0.4166666666666667,488.4491,9768.982,1374056.0,165132.0,1208924.0,API,0.11676460000000005,0.0,2025-10-18T19:34:33.333439+00:00,2025-10-18T20:55:57.976166+00:00
,2025-10-18T19-34-10_gpt-oss-120b,openai/gpt-oss-120b,2.0.2,2025-10-18T19:34:10.265666+00:00,,20,14,0.7,111,65,25,21,0.5855855855855856,292.1967,5843.934,775212.0,148366.0,626846.0,API,0.12224707999999995,0.0,2025-10-18T19:34:10.265666+00:00,2025-10-18T20:22:52.389217+00:00
,2025-10-18T19-33-44_gemini-2.5,google/gemini-2.5-pro,2.0.2,2025-10-18T19:33:44.879841+00:00,,20,18,0.9,89,75,12,2,0.8426966292134831,123.2453,2464.906,457058.0,222340.0,234718.0,API,1.303641375,0.0,2025-10-18T19:33:44.879841+00:00,2025-10-18T19:54:17.466626+00:00
,2025-10-18T19-31-51_gemini-2.5,google/gemini-2.5-pro,2.0.2,2025-10-18T19:31:51.176983+00:00,,2,1,0.5,5,4,1,0,0.8,58.581,117.162,22402.0,12076.0,10326.0,API,0.059177499999999994,0.0,2025-10-18T19:31:51.176983+00:00,2025-10-18T19:32:49.765437+00:00
,2025-10-18T19-31-21_deepseek-r1,deepseek/deepseek-r1-0528,2.0.2,2025-10-18T19:31:21.752358+00:00,,20,16,0.8,99,69,30,0,0.696969696969697,1108.5973,22171.946,855408.0,213930.0,641478.0,API,0.9790677800000004,0.0,2025-10-18T19:31:21.752358+00:00,2025-10-18T22:36:07.875030+00:00
,2025-10-18T19-30-19_ring-1t,unknown,2.0.2,2025-10-18T19:30:19.131726+00:00,,1,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,API,0.0,0.0,2025-10-18T19:30:19.131726+00:00,2025-10-18T19:30:19.131726+00:00
,2025-10-18T19-29-21_glm-4.6,z-ai/glm-4.6,2.0.2,2025-10-18T19:29:21.442604+00:00,,20,7,0.35,115,45,48,22,0.391304347826087,203.1064,4062.128,328498.0,224796.0,103702.0,API,0.16703811999999993,0.0,2025-10-18T19:29:21.442604+00:00,2025-10-18T20:03:12.681825+00:00
,2025-10-18T19-29-16_ernie-4.5,baidu/ernie-4.5-21b-a3b-thinking,2.0.2,2025-10-18T19:29:16.622969+00:00,,20,0,0.0,99,18,80,1,0.18181818181818182,404.9431,8098.862,891844.0,188150.0,703694.0,API,0.10510240999999997,0.0,2025-10-18T19:29:16.622969+00:00,2025-10-18T20:36:46.201571+00:00
,2025-10-18T19-27-39_glm-4.6,z-ai/glm-4.6,2.0.2,2025-10-18T19:27:39.901745+00:00,,1,1,1.0,6,4,0,2,0.6666666666666666,91.756,91.756,12204.0,9002.0,3202.0,API,0.00571126,0.0,2025-10-18T19:27:39.901745+00:00,2025-10-18T19:28:25.789686+00:00
,2025-10-18T19-25-27_ernie-4.5,baidu/ernie-4.5-21b-a3b-thinking,2.0.2,2025-10-18T19:25:27.399599+00:00,,1,0,0.0,7,2,4,1,0.2857142857142857,391.78,391.78,49812.0,15014.0,34798.0,API,0.00539721,0.0,2025-10-18T19:25:27.399599+00:00,2025-10-18T19:28:43.300071+00:00
,2025-10-18T19-22-23_ring-1t,unknown,2.0.2,2025-10-18T19:22:23.816245+00:00,,1,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,API,0.0,0.0,2025-10-18T19:22:23.816245+00:00,2025-10-18T19:22:23.816245+00:00
,2025-10-16T03-36-12_haiku-4.5,anthropic/claude-haiku-4.5,2.0.2,2025-10-16T03:36:12.900221+00:00,,11,9,0.8181818181818182,49,40,9,0,0.8163265306122449,50.93654545454546,560.302,207040.0,149728.0,57312.0,API,0.21814400000000003,0.0,2025-10-16T03:36:12.900221+00:00,2025-10-16T03:40:53.360744+00:00
,2025-10-16T03-32-31_haiku-4.5,anthropic/claude-haiku-4.5,2.0.2,2025-10-16T03:32:31.297865+00:00,,1,1,1.0,7,4,3,0,0.5714285714285714,102.618,102.618,47972.0,35940.0,12032.0,API,0.04805,0.0,2025-10-16T03:32:31.297865+00:00,2025-10-16T03:33:22.640310+00:00
,2025-10-03T22-24-39_gpt5,openai/gpt-5,2.0.2,2025-10-03T22:24:39.684838+00:00,,11,11,1.0,45,44,1,0,0.9777777777777777,372.15563636363635,4093.712,258942.0,37464.0,221478.0,API,0.0,1.130805,2025-10-03T22:24:39.684838+00:00,2025-10-03T22:58:46.868793+00:00
,2025-10-03T22-24-21_o3,openai/o3,2.0.2,2025-10-03T22:24:21.080520+00:00,,11,11,1.0,44,44,0,0,1.0,291.4818181818182,3206.3,222866.0,43658.0,179208.0,API,0.0,0.76049,2025-10-03T22:24:21.080520+00:00,2025-10-03T22:51:04.538302+00:00
,2025-10-03T22-24-00_gpt5-mini,openai/gpt-5-mini,2.0.2,2025-10-03T22:24:00.846354+00:00,,11,11,1.0,47,44,3,0,0.9361702127659575,142.122,1563.342,180608.0,54048.0,126560.0,API,0.0,0.13305679999999998,2025-10-03T22:24:00.846354+00:00,2025-10-03T22:37:02.875257+00:00
,2025-10-03T06-46-18_grok4-fast,x-ai/grok-4-fast,2.0.2,2025-10-03T06:46:18.897860+00:00,,20,20,1.0,83,80,3,0,0.963855421686747,342.8384,6856.768,322684.0,130626.0,192058.0,API,0.05577985000000001,0.0,2025-10-03T06:46:18.897860+00:00,2025-10-03T07:43:27.937824+00:00
,2025-10-02T04-18-18_sonnet-4.5,anthropic/claude-4.5-sonnet,2.0.2,2025-10-02T04:18:18.176716+00:00,,11,9,0.8181818181818182,47,38,9,0,0.8085106382978723,98.0010909090909,1078.012,164902.0,115516.0,49386.0,API,0.5436690000000002,0.0,2025-10-02T04:18:18.176716+00:00,2025-10-02T04:27:17.516808+00:00
,2025-10-02T04-17-58_grok4-fast,x-ai/grok-4-fast,2.0.2,2025-10-02T04:17:58.112448+00:00,,11,11,1.0,45,44,0,1,0.9777777777777777,147.57309090909092,1623.304,141890.0,67316.0,74574.0,API,0.02199755,0.0,2025-10-02T04:17:58.112448+00:00,2025-10-02T04:31:30.058403+00:00
,2025-10-02T03-31-59_gemini-flash,google/gemini-2.5-flash,2.0.2,2025-10-02T03:31:59.867796+00:00,,11,8,0.7272727272727273,49,32,17,0,0.6530612244897959,54.20963636363637,596.306,340076.0,225496.0,114580.0,API,0.17417817499999996,0.0,2025-10-02T03:31:59.867796+00:00,2025-10-02T03:36:58.373262+00:00
,2025-10-01T23-54-21_gemini-flash,google/gemini-2.5-flash,2.0.2,2025-10-01T23:54:21.213420+00:00,,11,9,0.8181818181818182,55,40,14,1,0.7272727272727273,57.535999999999994,632.896,387096.0,269552.0,117544.0,API,0.17980775000000004,0.0,2025-10-01T23:54:21.213420+00:00,2025-10-01T23:59:37.962328+00:00
,2025-10-01T23-43-23_gemini-flash,google/gemini-2.5-flash,2.0.2,2025-10-01T23:43:23.354077+00:00,,11,8,0.7272727272727273,48,33,15,0,0.6875,51.031454545454544,561.346,290676.0,187290.0,103386.0,API,0.15553792499999997,0.0,2025-10-01T23:43:23.354077+00:00,2025-10-01T23:48:04.192991+00:00
,2025-10-01T23-14-49_gemini-flash,google/gemini-2.5-flash,2.0.2,2025-10-01T23:14:49.245656+00:00,,1,1,1.0,8,8,0,0,1.0,78.68,78.68,36056.0,25320.0,10736.0,API,0.017218,0.0,2025-10-01T23:14:49.245656+00:00,2025-10-01T23:14:59.101677+00:00
,2025-10-01T22-41-29_gemini-flash,google/gemini-2.5-flash,2.0.2,2025-10-01T22:41:29.635333+00:00,,1,1,1.0,14,8,6,0,0.5714285714285714,281.504,281.504,205504.0,154208.0,51296.0,API,0.08725119999999999,0.0,2025-10-01T22:41:29.635333+00:00,2025-10-01T22:42:04.846924+00:00
,2025-10-01T22-32-11_gemini-flash,google/gemini-2.5-flash,2.0.2,2025-10-01T22:32:11.763777+00:00,,1,1,1.0,12,8,4,0,0.6666666666666666,345.392,345.392,301808.0,240848.0,60960.0,API,0.10072349999999998,0.0,2025-10-01T22:32:11.763777+00:00,2025-10-01T22:32:54.959812+00:00
,2025-10-01T22-25-29_gemini-flash,unknown,2.0.2,2025-10-01T22:25:29.458891+00:00,,1,1,1.0,0,0,0,0,0,261.064,261.064,0.0,0.0,0.0,API,0.0776236,0.0,2025-10-01T22:25:29.458891+00:00,2025-10-01T22:26:02.111054+00:00
,2025-10-01T22-16-39_gemini-flash,unknown,2.0.2,2025-10-01T22:16:39.583745+00:00,,1,0,0.0,0,0,0,0,0,374.96,374.96,0.0,0.0,0.0,API,0.0905552,0.0,2025-10-01T22:16:39.583745+00:00,2025-10-01T22:17:26.470174+00:00
,2025-10-01T21-59-38_gemini-flash,unknown,2.0.2,2025-10-01T21:59:42.075001+00:00,,1,1,1.0,0,0,0,0,0,230.064,230.064,0.0,0.0,0.0,API,0.05711119999999999,0.0,2025-10-01T21:59:42.075001+00:00,2025-10-01T22:00:09.825993+00:00
